Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
плечо,4135,shoulder,,N.Neut.Inan,B1,"Golosa, LM",2,плечо,Acc.Sing,Коля предложил понести мой рюкзак и надел его на плечо.,Kolya offered to carry my backpack and put it on his shoulder.,,_,здоровье,,
плечо,4136,shoulder,,N.Neut.Inan,B1,"Golosa, LM",3,плечи,Acc.Plur,"На концерте Дима посадил меня к себе на плечи, чтобы я лучше видела музыкантов.","At the concert Dima put me on his shoulders so that I could see the musicians better.
",,_,здоровье,,
побежать,4137,run,,V,B1,LM,1,побежал,Perf.Masc.Sing.Past,"Ты куда побежал? Завтракать не будешь? Нет, я поем в школе.","Where are you going? Don't you want to have breakfast? No, I'll eat at school.",,_,люди,,
побежать,4138,run,,V,B1,LM,2,побежала,Perf.Fem.Sing.Past,"Катя побежала на автобус, но он уже отъехал от остановки.","Katya ran toward the bus, but it had already left the bus stop.",,_,люди,,
побежать,4139,run,,V,B1,LM,3,побежали,Perf.Plur.Past,Побежали до кафе наперегонки? Проигравший платит за обед!,Shall we run a race to the cafe? The loser pays for lunch!,,_,люди,,
побеседовать,4140,chat,,V,B1,LM,1,побеседовать,Perf.Inf,"Я отправил резюме, а на следующий день мне позвонили из компании и пригласили побеседовать в офис.","I sent in my resume, and the next day I received a call from the company and was invited to an interview in the office.",,_,"люди, общение, описание",,
побриться,4141,shave,,V,B1,LM,1,побриться,Perf.Inf,"Я забыл завести будильник, поэтому встал поздно и не успел побриться.",I forgot to set the alarm. That's why I got up late and didn't have enough time to shave.,,_,здоровье,,
побриться,4142,shave,,V,B1,LM,2,побрился,Perf.Masc.Sing.Past,"Перед походом в гости я умылся, побрился и надел новую рубашку.","I washed, shaved and put on a new shirt before going on the visit.",,_,здоровье,,
побриться,4143,shave,,V,B1,LM,3,побреешься,Perf.Sing.2,"— Да ладно, побреешься завтра. — Нет, лучше сегодня, не хочу ходить с щетиной.","— OK, you can shave tomorrow. — No, it's better to do it today, because I don't want to look scruffy.",,_,здоровье,,
повесить,4144,hang,,V,B1,LM,1,повесил,Perf.Masc.Sing.Past,"Я пытался дозвониться Лёше, но он два раза повесил трубку. Не понимаю, что происходит.",I tried to call Lyosha but he hung up the phone twice. I don't know what's going on.,,_,описание,,
повесить,4145,hang,,V,B1,LM,2,повесят,Perf.Plur.3,"Ремонт почти закончен, скоро Маша и Катя повесят на стену полки.",The repairs are almost finished. Masha and Katya will hang on the shelf on the wall soon.,,_,описание,,
повесить,4146,hang,,V,B1,LM,3,повесить,Perf.Inf,В Средние века за совершение преступления человека могли повесить.,In the Middle Ages people could be hanged for committing a crime.,,_,описание,,
погибать,4147,die,,V,B1,LM,1,погибает,Imperf.Sing.3,Этот вирус погибает вне организма человека за несколько минут.,This virus dies outside the human body in a few minutes.,,_,здоровье,,
погибать,4148,die,,V,B1,LM,2,погибают,Imperf.Plur.3,Благодаря вакцинам люди гораздо меньше погибают от инфекционных болезней.,"Thanks to vaccines, many fewer people die from infectious diseases nowadays.",,_,здоровье,,
погибать,4149,die,,V,B1,LM,3,погибали,Imperf.Plur.Past,"Во время войны люди погибали от пуль, холода и голода.","During the war people died from bullets, cold and hunger.",,_,здоровье,,
подготовка,4150,preparations,,N.Fem.Inan,B1,"Golosa, LM",1,подготовки,Gen.Sing,Ты не сможешь сдать экзамен без подготовки.,You can't pass the exam without studying.,,_,"учёба/работа, общение",,
подготовка,4151,preparations,,N.Fem.Inan,B1,"Golosa, LM",2,подготовка,Nom.Sing,Подготовка выпускного вечера идёт полным ходом.,Graduation preparations are well under way.,,_,"учёба/работа, общение",,
подготовка,4152,preparations,,N.Fem.Inan,B1,"Golosa, LM",3,подготовке,Loc.Sing,О подготовке к свадьбе нужно подумать заранее.,You need to think about wedding preparations well in advance.,,_,"учёба/работа, общение",,
подниматься,4153,rise,,V,B1,"Golosa, LM",1,поднимается,Imperf.Sing.3,Весной вода в реке всегда поднимается.,The water in the river always rises in spring.,,_,"люди, погода",,
